"University","Program","Course","Title","Credits","Bulletin"
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN201","Dynamics and Kinematics","3","3 lecture hours. 3 credits. Prerequisites: PHYS 207, EGMN 102 and MATH 201, with a minimum grade of C in each, or permission of the instructor. Kinematics and kinetics of particles. Kinematics of rigid bodies; translation and fixed-axis rotation relative to translating axes, general planar motion, fixed-point rotation and general motion. Kinetics of rigid bodies: center of mass, mass moment of inertia, product of inertia, principal-axes, parallelaxes theorems. Planar motion, work-energy method. Design of cams, gears and linkages. "
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN202","Mechanics of Deformables","3","3 lecture hours. 3 credits. Prerequisites: EGMN 102 and MATH 201, with a minimum grade of C in both, or permission of the instructor. An introductory course covering the mechanics of deformable solids. Subjects include stress, strain and constitutive relations; bending of beams; torsion; shearing; deflection of beams; column buckling; fatigue; failure theory; analysis and design of bar-type members."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN203","Mechanical and Nuclear Engineering Practicum","1","3 laboratory hours. 1 credit. Students will perform a sequence of laboratory modules designed to provide practical hands- on exposure to important topics, equipment and experimental methods in mechanical and nuclear engineering. Topics covered include additive manufacturing, radiation detection and measurement, radiation shielding, data acquisition and computer interfacing, coding for instrumentation control."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN204","Thermodynamics","3","3 lecture hours. 3 credits. Prerequisites: PHYS 207 and MATH 201 with a minimum grade of C in both, or permission of the instructor. Fundamental concepts of thermodynamics; first and second law of thermodynamics; entropy and equilibrium; equations of state; properties of pure fluids; molecular interpretation of thermodynamic properties; phase equilibria; work and heat; power cycles; chemical reactions."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN210","Computational Methods","2","1 lecture and 2 laboratory hours. 2 credits. Prerequisite: MATH 200 with a minimum grade of C. Enrollment is restricted to mechanical engineering majors or with permission of the instructor. This course focuses on engineering problem-solving skills using computational methods, including Excel and MATLAB programming. Topics include analytical and algorithmic solutions, data representation, pseudocodes, loops and logical branching, plotting data, finding the roots of equations, matrix mathematics, and solving simultaneous equations."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN300","Mechanical Systems Design","3","3 lecture hours. 3 credits. Prerequisites: EGMN 201 and EGMN 202, with a minimum grade of C in both, or permission of the instructor. Basic principles of applied mechanics and materials employed for the design of machine elements and mechanical systems; state of stress, deformation and failure criterion is applied to bearings, brakes, clutches, belt drives, gears, chains, springs, gear trains, power screws and transmissions. 678 Undergraduate courses"
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN301","Fluid Mechanics","3","3 lecture hours. 3 credits. Prerequisites: PHYS 207 and EGMN 204, with a minimum grade of C in each, or permission of instructor. Corequisite: MATH 301 or permission of instructor. Basic and applied fluid mechanics; fluid properties; application of Bernoulli and Navier-Stokes equations; macroscopic mass, momentum and energy balances; dimensional analysis; laminar and turbulent flow; boundary layer theory; friction factors in pipes and packed beds; drag coefficients; compressible flow; flow measurements; numerical simulation; applications to the operation and design of turbo machinery."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN302","Heat Transfer","3","3 lecture hours. 3 credits. Prerequisites: EGMN 204 and EGMN 301, MATH 301 and MATH 307, with a minimum grade of C in each, or permission of instructor. This course includes an overview of the basic modes of heat transfer: conduction, convection and radiation. It provides an in-depth discussion of transient and steady-state heat conduction in one- , two- and three-dimensional space, and both analytical and numerical approaches are discussed. Additional concepts include free and forced convection in external and internal flow configurations."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN303","Thermal Systems Design","3","3 lecture hours. 3 credits. Prerequisites: MATH 301, EGMN 204 and EGMN 301, with a minimum grade of C in each, or permission of the instructor. Fundamentals of heat transfer, thermodynamics and fluid mechanics applied to the analysis, design, selection and application of energy conversion systems."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN309","Material Science for Engineers","3","3 lecture hours. 3 credits. Prerequisite: CHEM 101 or permission of instructor. The study of materials from a microscopic or atomic level. Consideration of mechanical, electrical, thermal, magnetic and optical properties of metals, ceramics, polymers and composites. Thermal processing for modification of properties, dislocation and phase transformation. Material selection for design with consideration of economic, environmental and societal issues. EGMN 311. Solid Mechanics Lab. 1.5 Hour. Semester course; 0.5 lecture and 3 laboratory hours. 1.5 credits. Prerequisites: EGMN 201 and EGMN 202, both with a minimum grade of C, or permission of the instructor. Corequisite: UNIV 200 or HONR 200. Experiments will be conducted on fundamental principles of solid mechanics, materials and dynamics. Topics covered include testing of materials for tensile, compression, bending and torsional loads, vibrations and material microstructure. EGMN 312. Thermal Sciences Lab. 1.5 Hour. Semester course; 0.5 lecture and 3 laboratory hours. 1.5 credits. Prerequisites: EGMN 301; and UNIV 200 or HONR 200, each with a minimum grade of C, or permission of the instructor. Experiments will be conducted on fundamental principles of fluid mechanics, thermodynamics and heat transfer. Topics covered include hydrostatics, Bernoulli equation, impact jets, aerodynamic force, heat pump thermodynamics cycles, heat exchangers and convection heat transfer."
